description,rationale,use_case,impact_area,transferability_score,actionability_rating,evidence_strength,type_(form),tag_(application),unique?,role,function,company,industry,country,date,source_(interview_#/_name),link,notes
"I found this thread because I was learning Terraform and thought I needed this capability. But I found a workaround that no longer required me to need `exclude`. Hopefully, it will help others that might be in the same boat as me and help them find their way around Terraform. If I restructured my configurations, I am able to use `data` instead of `resource`, which then allowed me to destroy all of my resources without triggering Terraform to destroy any resource that is managed elsewhere. So fo…",,,,,,Anecdotal,comment,,,,,,,,2018-11-26,github/zhao-li,https://github.com/hashicorp/terraform/issues/2253#issuecomment-441843773,repo: hashicorp/terraform | issue: feature request: inverse targeting / exclude | keyword: workaround
"Hi @BarakHc! Thanks for reporting this. I guess this is the _provider_ registry equivalent of #28659, where we were discussing the same behavior for _module_ installation. Again, unfortunately this behavior is intended rather than a bug because from Terraform's perspective the registry is just a pointer to the location for the files, and the files themselves are treated as an entirely separate system. As in that other issue, I do see the benefit of having a way to treat the package files as if …",,,,,,Anecdotal,comment,,,,,,,,2021-08-16,github/apparentlymart,https://github.com/hashicorp/terraform/issues/29349#issuecomment-899881338,repo: hashicorp/terraform | issue: Allow private provider registries to self-host provider packages/checksums/signatures under the same credentials as the registry itself | keyword: workaround
"Thanks for reporting this, @dnozay. For most commands `-state=...` is [a legacy option for the local backend only](https://www.terraform.io/docs/language/settings/backends/local.html#command-line-arguments), but it seems like it intentionally has a different meaning for `terraform workspace new`, because that command is handling the option inline itself rather than passing it over to the backend as other commands do: https://github.com/hashicorp/terraform/blob/de105595e2788b5614081a295268cdb759…",,,,,,Anecdotal,comment,,,,,,,,2021-10-29,github/apparentlymart,https://github.com/hashicorp/terraform/issues/29819#issuecomment-955087649,repo: hashicorp/terraform | issue: Creating a new workspace with `terraform workspace new -state=tf.state.default` does not work for s3 remote state. | keyword: workaround
I came here because I couldn't see exactly what is going to happen and only turn to closed https://github.com/hashicorp/terraform/issues/28906. I don't see a reason for hiding things and not allowing people see exact plan.,,,,,,Anecdotal,comment,,,,,,,,2021-11-04,github/vojkny,https://github.com/hashicorp/terraform/issues/27547#issuecomment-960474318,repo: hashicorp/terraform | issue: Feature Request:  Verbose option for plan | keyword: workaround
"Hi All, Do we have any alternative or workaround to get the full Verbose Plan? `terraform state show` for remote state or any other options? It is quite hard to justify as an issue bing open long time. 😒",,,,,,Anecdotal,comment,,,,,,,,2022-02-13,github/dduleep,https://github.com/hashicorp/terraform/issues/27547#issuecomment-1038019629,repo: hashicorp/terraform | issue: Feature Request:  Verbose option for plan | keyword: workaround
"Use xdg basedir spec on linux ### Terraform Version 0.9.8 https://specifications.freedesktop.org/basedir-spec/basedir-spec-latest.html TLDR: Instead of ~/.terraform.d, configuration should be in the `$XDG_CONFIG_HOME/terraform/` and cache (safely-deletable files) should be in `$XDG_CACHE_HOME/terraform`. If not defined, `$XDG_CONFIG_HOME` should be defaulted to `$HOME/.config` and `$XDG_CACHE_HOME` should be defaulted to `$HOME/.cache`. I believe everything currently in .terraform.d is consider…",,,,,,Anecdotal,issue,,,,,,,,2017-06-23,github/jleclanche,https://github.com/hashicorp/terraform/issues/15389,repo: hashicorp/terraform | keyword: workaround | state: open
"I honestly find the basedirs more useful because of the reduced cognitive load when performing backup and/or synchronization. Instead of cherry-picking from `~/Library`, we just have the XDG directories.",,,,,,Anecdotal,comment,,,,,,,,2019-06-26,github/0az,https://github.com/hashicorp/terraform/issues/15389#issuecomment-506050093,repo: hashicorp/terraform | issue: Use xdg basedir spec on linux | keyword: workaround
"So instead of applications on MacOS conforming to the OS's official standards they should move to match XDG?... The only reason for cognitive load is because of people not following the OS's standards. If all Linux programs followed XDG, Windows programs go to `AppData` etc, Mac go to `~/Library` etc, the only cognitive load is knowing where the standard locations are. There is more cognitive load due to the mishmash caused by ignoring the OS's standards and having them go in various different …",,,,,,Anecdotal,comment,,,,,,,,2019-06-26,github/06kellyjac,https://github.com/hashicorp/terraform/issues/15389#issuecomment-506066764,repo: hashicorp/terraform | issue: Use xdg basedir spec on linux | keyword: workaround
"As per the spec, the alternate directories should be `~/.config/*` instead of `~/config/*`. In addition, I believe the spec mandates `$XDG_CONFIG_HOME/terraform/terraformrc` instead of `$XDG_CONFIG_HOME/terraform/.terraformrc` (note the lack of full stop in the previous). Even if it isn't mandated, all other spec implementations I'm aware of drop the ""dot"". I am strongly against `$XDG_*` taking lower priority, especially as other projects will gracefully fall back to the legacy locations.",,,,,,Anecdotal,comment,,,,,,,,2019-06-30,github/0az,https://github.com/hashicorp/terraform/issues/15389#issuecomment-507049496,repo: hashicorp/terraform | issue: Use xdg basedir spec on linux | keyword: workaround
"I'm an enterprise user and doing a for_each over the vault provider would reduce a lot of code if you could just do: ``` variable ""namespaces"" { type = set(string) default = [] description = ""Names to be created"" } resource ""vault_namespace"" ""namespace"" { for_each = var.namespaces path = each.key } provider ""vault"" { for_each = var.namespaces alias = each.key namespace = each.key } ``` instead of copy pasting the same piece for each namespace.",,,,,,Anecdotal,comment,,,,,,,,2020-09-16,github/rgevaert,https://github.com/hashicorp/terraform/issues/19932#issuecomment-693464489,repo: hashicorp/terraform | issue: Instantiating Multiple Providers with a loop | keyword: workaround
"Hey all 👋 - I found a ~~solution~~ workaround that works well enough to create multiple sets of S3 buckets (or any resource) across multiple regions using multiple [providers](https://www.terraform.io/docs/language/meta-arguments/module-providers.html) and [modules](https://www.terraform.io/docs/language/modules/index.html). It's not as clean as provider interpolation would be, but it **does** work. An example using two S3 buckets in _different_ regions: ``` provider ""aws"" { alias = ""use1"" regi…",,,,,,Anecdotal,comment,,,,,,,,2021-04-21,github/egeexyz,https://github.com/hashicorp/terraform/issues/19932#issuecomment-823748793,repo: hashicorp/terraform | issue: Instantiating Multiple Providers with a loop | keyword: workaround
"Consider Meta-Argument `condition` or `include_if` so people stop using `count= 0 or 1 ` or `for_each empty or single item` And `content` which allows passing a data structure instead of DSL When choosing a Meta-Argument consider classes with existing resources. ``` locals { something = { prevent_destroy = true } } dynamic ""lifecycle"" { condition = can(var.ENVIRONMENT) # include_if = can(var.ENVIRONMENT) content = something # as long as the map is what the resource expects in this block. i.e. i…",,,,,,Anecdotal,comment,,,,,,,,2021-08-07,github/damon-atkins,https://github.com/hashicorp/terraform/issues/21953#issuecomment-894608054,repo: hashicorp/terraform | issue: `enabled` parameter to avoid logical statements in `count` | keyword: workaround
"@apparentlymart I think `enabled = <condition>` could work just like `count = <condition> ? 1 : 0` and people would have to use `one(aws_instance.foo[*])`. Basically, `enbaled` would be syntactic sugar and nothing more and thus fully backward-compatible. I've also seen people writing `for_each = <condition> ? [1] : []`, which could also be replaced with `enabled = <condition>`. Lastly, HCL could be extended with the comprehension-like `resource ... {} if <condition>` instead of making this an a…",,,,,,Anecdotal,comment,,,,,,,,2022-08-16,github/nikolay,https://github.com/hashicorp/terraform/issues/21953#issuecomment-1216071967,repo: hashicorp/terraform | issue: `enabled` parameter to avoid logical statements in `count` | keyword: workaround
"@damon-atkins you can already do what you describe with `one()`, no? ``` output ""web_server_ip_addresses"" { value = one(aws_instance.webserver[*].private_ip) } ``` will be null if the expression does not evaluate and will be the specified attribute of `item[0]` if there is a zeroth item. I've never sat down and tried to see if `one()` might be a suitable workaround for the problem that this current github issue attempts to address. It is certainly not a solution, but it might be a workaround.",,,,,,Anecdotal,comment,,,,,,,,2022-08-19,github/schollii,https://github.com/hashicorp/terraform/issues/21953#issuecomment-1221169985,repo: hashicorp/terraform | issue: `enabled` parameter to avoid logical statements in `count` | keyword: workaround
> on our project fixed by switching from terraform plugin cache dir to terragrunt cache as described here: [terragrunt.gruntwork.io/docs/features/provider-cache-server](https://terragrunt.gruntwork.io/docs/features/provider-cache-server/) I'm a long time terragrunt user anyway and tried out their provider caching as described in that link. I ended up turning it off again because it was slow and wonky. It also changes the terraform provider lock file to be exact versions rather than reflect what…,,,,,,Anecdotal,comment,,,,,,,,2025-01-19,github/grimm26,https://github.com/hashicorp/terraform/issues/31964#issuecomment-2600884749,repo: hashicorp/terraform | issue: Allow multiple Terraform instances to write to `plugin_cache_dir` concurrently | keyword: workaround
"I'm upgrading some ingresses from `kubernetes_ingress` to `kubernetes_ingress_v1`, which should be backward compatible. Because the resource types differ, I'm not able to use `state mv`. However because querying for v1 ingresses produces the old ingress, I always have a conflict where one gets added before the other is deleted, and the deletion seems to fail.",,,,,,Anecdotal,comment,,,,,,,,2022-07-14,github/arunv,https://github.com/hashicorp/terraform/issues/24704#issuecomment-1184981731,repo: hashicorp/terraform | issue: Terraform does not wait for the resource to be destroyed before creating it | keyword: workaround
"prevent_destroy should let you succeed Call me crazy, but I'm willing to call the current implementation of `prevent_destroy` a bug. Here is why: The current implementation of this flag prevents you from using it for 1/2 the use case. The net result is more frustration when trying to get Terraform to succeed instead of destroying your resources.. `prevent_destroy` adds to the frustration more than alleviating it. `prevent_destroy` is for these two primary use cases, right? 1) you don't want thi…",,,,,,Anecdotal,issue,,,,,,,,2015-11-12,github/ketzacoatl,https://github.com/hashicorp/terraform/issues/3874,repo: hashicorp/terraform | keyword: workaround | state: open
"Would it be possible to get an additional flag when calling: terraform plan -destroy [ -keep-prevent-destroy ] I have the same problem, I have a few EIP associated with some instances. I want to be able to destroy every but keep the EIP for obvious reasons like whitelisting but I get the same kind of problem. I understand what destroy is all about, but in some cases it would be nice getting a warning saying this and that didn't get destroyed because of lifecycle.prevent_destroy = true. @ketzaco…",,,,,,Anecdotal,comment,,,,,,,,2015-11-16,github/mrfoobar1,https://github.com/hashicorp/terraform/issues/3874#issuecomment-157086868,repo: hashicorp/terraform | issue: prevent_destroy should let you succeed | keyword: workaround
"Here's the use case we'd like this for: we have a module that we can use either for production (where some resources like Elastic IPs should not be accidentally deleted) or for running integration tests (where all resources should be destroyed afterwards). Because of #10730/#3116, we can't set these resources to be conditionally prevent_destroy, which would be the ideal solution. As a workaround, we'd be happy to have our integration test scripts run `terraform destroy --ignore-prevent-destroy`…",,,,,,Anecdotal,comment,,,,,,,,2017-01-19,github/glasser,https://github.com/hashicorp/terraform/issues/3874#issuecomment-273662886,repo: hashicorp/terraform | issue: prevent_destroy should let you succeed | keyword: workaround
"Is there any work being done on this? It feels like this feature ""prevent_destroy"" is designed as ""annoy you because you put this flag in if you want to destroy resources"" rather than... destroy what I want to destroy except for the things I don't want to destroy, notated by the ""prevent_destroy"" flag. Use case 1 in the original post seems like a silly use case because it's only designed to alert you and error out. In reality, adding prevent_destroy on a resource actually seems to mean prevent …",,,,,,Anecdotal,comment,,,,,,,,2017-06-06,github/HighwayofLife,https://github.com/hashicorp/terraform/issues/3874#issuecomment-306638305,repo: hashicorp/terraform | issue: prevent_destroy should let you succeed | keyword: workaround
"> Using reverse(list)[N-1] as a substitute for list[-N] is an anti-pattern as far as I'm concerned I agree, and would love if some author or contributor could have a look on it. I only wanted to provide a workaround for whoever stumbles into this thread and is looking for a possible solution",,,,,,Anecdotal,comment,,,,,,,,2021-07-07,github/txomon,https://github.com/hashicorp/terraform/issues/21793#issuecomment-875534495,repo: hashicorp/terraform | issue: Allow negative negative indices in slice() | keyword: workaround
"> I only wanted to provide a workaround for whoever stumbles into this thread and is looking for a possible solution The solution until then should be as suggested by the OP, since we've all seen how ""temporary workarounds"" almost always end up permanent in your code. The general pattern of OP, ie not just for replacing last item but other parts of string segmented by CHAR, is: ``` locals { split_var = split(CHAR, variable) sliced = slice(local.split_var, START, END) new_var = join(CHAR, expres…",,,,,,Anecdotal,comment,,,,,,,,2021-07-07,github/schollii,https://github.com/hashicorp/terraform/issues/21793#issuecomment-875632796,repo: hashicorp/terraform | issue: Allow negative negative indices in slice() | keyword: workaround
"FWIW, I don't expect that implementing this would require any change to my ""go-versions"" module. Terraform could already call [`MeetingConstraintsExact`](https://pkg.go.dev/github.com/apparentlymart/go-versions@v1.0.3/versions#MeetingConstraintsExact) instead of [`MeetingConstraints`](https://pkg.go.dev/github.com/apparentlymart/go-versions@v1.0.3/versions#MeetingConstraints) in any situation where it wants to accept selecting any prerelease that otherwise meets the constraints.",,,,,,Anecdotal,comment,,,,,,,,2025-05-05,github/apparentlymart,https://github.com/hashicorp/terraform/issues/36985#issuecomment-2852587893,repo: hashicorp/terraform | issue: allow optional support for matching prerelease versions in module constraints | keyword: workaround
"Hi @dr-yd, Thanks for filing the issue. I'm not sure what exactly has changed from that commit, mostly because I surprised that the use case you've shown previously worked. The [registry protocol](https://www.terraform.io/internals/module-registry-protocol) was defined such that a path returned in `X-Terraform-Get` from an http URL is considered a relative path to the first request. > The value of X-Terraform-Get may instead be a relative URL, indicated by beginning with `/`, `./` or `../`, in …",,,,,,Anecdotal,comment,,,,,,,,2022-07-08,github/jbardin,https://github.com/hashicorp/terraform/issues/31404#issuecomment-1178990550,repo: hashicorp/terraform | issue: Regression due to #31237: Local paths not valid return values any more | keyword: workaround
"@AlmogCohen the reason I wanted to look into DNS issues is that golang uses its own DNS resolver rather than the native one, and this has caused issues in Terraform (and many other projects) that can currently only be worked around with a cgo-enabled build. However, if you're not seeing it on a homebrew build then that's probably not the issue. Most of the Terraform Core engineering team is out until next week, so I'm just doing basic triage of urgent issues. As other folks run into this - plea…",,,,,,Anecdotal,comment,,,,,,,,2020-12-30,github/danieldreier,https://github.com/hashicorp/terraform/issues/27379#issuecomment-752720887,repo: hashicorp/terraform | issue: Terraform init is extremely slow | keyword: workaround
"> When using resource targeting, and building a graph of all dependencies, find all data dependencies. Instead of loading all data sources, only load those determined to be downstream dependencies of targeted resources. Since the proposal spelled out here is exactly what Terraform already does, I'm going to close the issue. If there is a case where data sources are being read which are not dependencies of the target, then that would need to be isolated and addressed outside of a general enhance…",,,,,,Anecdotal,comment,,,,,,,,2025-08-01,github/jbardin,https://github.com/hashicorp/terraform/issues/37388#issuecomment-3144627886,"repo: hashicorp/terraform | issue: When using resource targeting, don't fetch data sources if not needed for targeted resources | keyword: workaround"
"Make default value typed instead of `null`, in object-variable optional attributes ### Terraform Version ```shell Terraform v1.9.8 on linux_amd64 ``` ### Use Cases I want to easily manipulate an optional attribute with no default value, in my object-variable: ```hcl # main.tf # Define an object-variable, with an optional attribute of type `list(string)` that has no default value variable ""this"" { type = object({ list_attribute = optional(list(string)) # --> will get set to null }) default = {} …",,,,,,Anecdotal,issue,,,,,,,,2025-06-09,github/elouanKeryell-Even,https://github.com/hashicorp/terraform/issues/37223,repo: hashicorp/terraform | keyword: workaround | state: closed
"Moving secrets to vault, and using consul-template or integration with other custom solutions you have for CM certainly helps for a lot of cases, but completely avoiding secrets in TF or ending up in TF state is not always reasonable.",,,,,,Anecdotal,comment,,,,,,,,2015-10-30,github/ketzacoatl,https://github.com/hashicorp/terraform/issues/516#issuecomment-152605787,repo: hashicorp/terraform | issue: Storing sensitive values in state files | keyword: workaround
"@gtmtech a hash isn't cryptographically safe either because it can be reversed. The right solution here is something that can store the value securely, doing anything else IMO would be a waste of energy.",,,,,,Anecdotal,comment,,,,,,,,2016-01-22,github/johnrengelman,https://github.com/hashicorp/terraform/issues/516#issuecomment-173926752,repo: hashicorp/terraform | issue: Storing sensitive values in state files | keyword: workaround
Hi @barryib! Thanks for working on this. Not having _dynamic_ templates was an intentional designed decision for `templatefile` after seeing how much confusion and frustration the design of [the `template_file` data source](https://www.terraform.io/docs/providers/template/d/file.html) had caused: folks would frequently get the double-escaping wrong and then be unsure how to interpret the error messages that would result due to them being returned at the Terraform layer instead of at the templat…,,,,,,Anecdotal,comment,,,,,,,,2020-05-18,github/apparentlymart,https://github.com/hashicorp/terraform/pull/24978#issuecomment-630337484,repo: hashicorp/terraform | issue: lang/funcs: add template function | keyword: workaround
Hi @apparentlymart Thanks for your answer. > Not having dynamic templates was an intentional designed decision for templatefile after seeing how much confusion and frustration the design of the template_file data source had caused: folks would frequently get the double-escaping wrong and then be unsure how to interpret the error messages that would result due to them being returned at the Terraform layer instead of at the template rendering layer. I'm know getting some explanation about why we …,,,,,,Anecdotal,comment,,,,,,,,2020-05-19,github/barryib,https://github.com/hashicorp/terraform/pull/24978#issuecomment-631062552,repo: hashicorp/terraform | issue: lang/funcs: add template function | keyword: workaround
"Optional keys in object variables are automatically null during evaluation instead of being errors when left undefined ### Terraform Version ```shell Terraform v1.10.3 on darwin_arm64 ``` ### Terraform Configuration Files ```terraform variable ""enable_auto_scaling"" { default = null type = bool } variable ""node_pool_node_count"" { default = null type = number } variable ""worker_nodepool_names"" { default = [ ""greenz1"", ""greenz2"", ""bluez1"", ""bluez2"" ] nullable = false type = set(string) } variable …",,,,,,Anecdotal,issue,,,,,,,,2025-05-16,github/tspearconquest,https://github.com/hashicorp/terraform/issues/37069,repo: hashicorp/terraform | keyword: workaround | state: closed
"This would be really useful, so I can destroy everything except the resources marked with `prevent_destroy`. At the moment, because of `prevent_destroy`, I comment out everything except that code and run apply instead of destroy. Very unintuitive.",,,,,,Anecdotal,comment,,,,,,,,2017-10-09,github/ColOfAbRiX,https://github.com/hashicorp/terraform/issues/2253#issuecomment-335145477,repo: hashicorp/terraform | issue: feature request: inverse targeting / exclude | keyword: gotcha
"+1 :) My current workaround is to taket the outout of ""terraform plan list"" , grep out all resource I wanna keep, and then create a list of -target parameters from the rest with a shell script. Another thing that would make it supereasy to destroy everything unless the things you want to keep is to destroy all resources instead of those protected by the ""prevent_destroy"" flag. Actually, in my opinion the behaviout for that flag is not ideal - if I call destroy, I want to destroy the configured …",,,,,,Anecdotal,comment,,,,,,,,2017-10-11,github/henning,https://github.com/hashicorp/terraform/issues/2253#issuecomment-335886155,repo: hashicorp/terraform | issue: feature request: inverse targeting / exclude | keyword: gotcha
"I found this thread because I was learning Terraform and thought I needed this capability. But I found a workaround that no longer required me to need `exclude`. Hopefully, it will help others that might be in the same boat as me and help them find their way around Terraform. If I restructured my configurations, I am able to use `data` instead of `resource`, which then allowed me to destroy all of my resources without triggering Terraform to destroy any resource that is managed elsewhere. So fo…",,,,,,Anecdotal,comment,,,,,,,,2018-11-26,github/zhao-li,https://github.com/hashicorp/terraform/issues/2253#issuecomment-441843773,repo: hashicorp/terraform | issue: feature request: inverse targeting / exclude | keyword: gotcha
"While not strictly the same as #9448 I think they might be solved together. First, like @vivanov-dp said, thanks for adding the `for_each` support for modules. I had been expecting it for a long time. However I had not realized that provider configuration in modules was deprecated. Here is my use case: * I use terraform to manage the list of AWS accounts I have in my organization * When I create a new account (from a variable list), I then want to provision it with a few common standard resourc…",,,,,,Anecdotal,comment,,,,,,,,2020-09-04,github/gbataille,https://github.com/hashicorp/terraform/issues/24476#issuecomment-686968681,repo: hashicorp/terraform | issue: Ability to pass providers to modules in for_each | keyword: gotcha
"@nikolay What I understand is that you propose to have this: ``` locals { modules_vars = { instance_1 = { var1 = ... var2 = ... region = ... profile = ... role_arn = ... } instance_2 = { var1 = ... var2 = ... region = ... profile = ... role_arn = ... } } } module ""some_module"" { source = ""./some-module"" for_each = local.modules_vars provider ""aws"" { region = each.region profile = each.profile assume_role { role_arn = each.role_arn } } var1 = each.var1 var2 = each.var2 } ``` instead of: ``` prov…",,,,,,Anecdotal,comment,,,,,,,,2020-09-25,github/vivanov-dp,https://github.com/hashicorp/terraform/issues/24476#issuecomment-698825661,repo: hashicorp/terraform | issue: Ability to pass providers to modules in for_each | keyword: gotcha
"wasted a some good hours today going through my whole configuration again and again, believing I did something fundamentally wrong when my config file was being written into the directory name rather than on the full path. I gave up occasionally and decided to search the web and found this issue... I am quite sad and depressed right now and my neck hurts because of the stress, specially because [in the docs](https://www.terraform.io/docs/provisioners/file.html#directory-uploads) it is actually …",,,,,,Anecdotal,comment,,,,,,,,2019-07-02,github/gchamon,https://github.com/hashicorp/terraform/issues/16330#issuecomment-507858885,repo: hashicorp/terraform | issue: file provisioner behaves surprisingly when target folder not present | keyword: gotcha
"so instead of safely creating the ~/.ssh dir, and putting a single ssh key's pub file into authorized_keys, the easiest workaround, is to copy my entire ~/.ssh dir? ``` resource ""null_resource"" ""controllerpi"" { connection { type = ""ssh"" user = var.initial_user password = var.initial_password host = ""10.10.10.129"" } provisioner ""file"" { #TODO: this is an aweful workaround to https://github.com/hashicorp/terraform/issues/16330 # source = ""~/.ssh/id_rsa.pub"" # destination = ""/home/pi/.ssh/authoriz…",,,,,,Anecdotal,comment,,,,,,,,2020-04-04,github/SvenDowideit,https://github.com/hashicorp/terraform/issues/16330#issuecomment-608970920,repo: hashicorp/terraform | issue: file provisioner behaves surprisingly when target folder not present | keyword: gotcha
"If it's currently printing the warning to stdout (rather than stderr) then I guess that situation is _effectively_ useless for the machine-readable use case this was intended for (easy interpolation into a shell script). Therefore I think it could be defensible to change the behavior in spite of the compatibility promises here, because the current behavior isn't useful and therefore is unlikely to be a real compatibility constraint. Our intent when implementing this was for it to be essentially…",,,,,,Anecdotal,comment,,,,,,,,2022-12-13,github/apparentlymart,https://github.com/hashicorp/terraform/issues/32384#issuecomment-1348932019,repo: hashicorp/terraform | issue: `terraform output` flag `-raw` should behave like `-json` when state file is empty | keyword: gotcha
"This is also a problem when you try to follow the advice on resource targeting: > Instead of using -target as a means to operate on isolated portions of very large configurations, prefer instead to break large configurations into several smaller configurations that can each be independently applied. [Data sources](https://developer.hashicorp.com/terraform/language/data-sources) can be used to access information about resources created in other configurations, allowing a complex system architect…",,,,,,Anecdotal,comment,,,,,,,,2023-01-13,github/hallvors,https://github.com/hashicorp/terraform/issues/32384#issuecomment-1382443381,repo: hashicorp/terraform | issue: `terraform output` flag `-raw` should behave like `-json` when state file is empty | keyword: gotcha
"@radeksimko gotcha, I don't think there is much that can be one from the particular distro side. So I hope the team maybe move on from grabing codename by running `$(lsb_release -cs)` and instead go for something that will work on more systems without breaking anything else My suggestion is, instead of using the existing: ```echo ""deb [arch=$(dpkg --print-architecture) signed-by=/usr/share/keyrings/hashicorp-archive-keyring.gpg] https://apt.releases.hashicorp.com $(lsb_release -cs) main""``` do:…",,,,,,Anecdotal,comment,,,,,,,,2025-02-13,github/OTonGitHub,https://github.com/hashicorp/terraform/issues/36466#issuecomment-2655566636,"repo: hashicorp/terraform | issue: Issue with linux installation on Linux Mint 22.1 ""Xia"" | keyword: gotcha"
"Request: Enable simple/native way to read .env files ### Current Terraform Version ``` Terraform v0.12.19 ``` ### Use-cases It's standard for code bases to have .env files, but I am not aware of any way to read their contents into terraform scripts. ### Attempted Solutions There is the option for `terraform.tfvars`, but this requires my code base to maintain two secret-variable files (and their templates). ### Proposal At minimum, instead of requiring that the `-var-file` flag take only files n…",,,,,,Anecdotal,issue,,,,,,,,2020-01-21,github/MagnusBrzenk,https://github.com/hashicorp/terraform/issues/23906,repo: hashicorp/terraform | keyword: gotcha | state: closed
"Sure. For example, when I make front-end applications involving static assets (html, css, js), I always have a `.env` file in order to, at minimum, build and deploy those assets to github pages. Rather than hardcoding my username and repo in the code, I pull them out into a .env file. Here is an example [repo](https://github.com/MagnusBrzenk/ng7-material-boilerplate) and its [`.env` file](https://github.com/MagnusBrzenk/ng7-material-boilerplate/blob/master/.env-template). And if my web app need…",,,,,,Anecdotal,comment,,,,,,,,2020-01-24,github/MagnusBrzenk,https://github.com/hashicorp/terraform/issues/23906#issuecomment-578307773,repo: hashicorp/terraform | issue: Request: Enable simple/native way to read .env files | keyword: gotcha
"@cedricbastin are you sure that regex pattern you provided is correct? When I test it none of my env variables are picked up. And also when I test it using regex101.com nothing gets selected either. Your solution works when I use it with the simpler `(.*?)=(.*)` pattern as described in that SO question, but not with your more complex one. But I'm guessing your complex one covers more use cases so I am hoping to get it working.",,,,,,Anecdotal,comment,,,,,,,,2024-01-18,github/BenJackGill,https://github.com/hashicorp/terraform/issues/23906#issuecomment-1897871720,repo: hashicorp/terraform | issue: Request: Enable simple/native way to read .env files | keyword: gotcha
"I ended up writing a Makefile, you could use concourse as a better alternative. I think that if you need something done before or after the apply it is reasonable to use some other tooling. Would it make more sense to use vault for your secrets ? I am sure the vault provider will have proper dependancies. I do end up wondering what the actual use case for the local-exec is if we cant control when it runs.",,,,,,Anecdotal,comment,,,,,,,,2019-09-03,github/mutt13y,https://github.com/hashicorp/terraform/issues/22036#issuecomment-527365696,repo: hashicorp/terraform | issue: depends_on should should defer interpolation | keyword: gotcha
"Hi @zachwhaley! Thanks for sharing that use-case and partial workaround. I think the reason your workaround causes the configuration to be non-converging is because `base64sha256` means ""calculate a SHA256 hash of this string and then base64 encode it"", rather than ""decode this base64-encoded string and then generate a SHA256 hash of the result"". The result is therefore syntactically valid (it's a base64-encoded SHA256 hash) but it's not _semantically_ valid: it's a hash of the wrong source con…",,,,,,Anecdotal,comment,,,,,,,,2022-08-31,github/apparentlymart,https://github.com/hashicorp/terraform/issues/22036#issuecomment-1233324723,repo: hashicorp/terraform | issue: depends_on should should defer interpolation | keyword: gotcha
"The forthcoming version 0.9 contains some reworking of Terraform's handling of states that will, amongst other things, make this easier to implement in a future release. I can't say exactly when that will be (I don't have visibility into the official roadmap) but the technical blockers on this will be much diminished once 0.9 is released. --- I suppose it's worth noting that the usage examples in my original proposal here are no longer valid with the changes in 0.9. Instead of configuring encry…",,,,,,Anecdotal,comment,,,,,,,,2017-02-06,github/apparentlymart,https://github.com/hashicorp/terraform/issues/9556#issuecomment-277847071,repo: hashicorp/terraform | issue: Proposal: State Encryption | keyword: gotcha
"@FernandoMiguel consul or every other solution does not change the context. Tfstate is always in cleartext somewhere, and someone can access the file and so secrets inside (at least if you do not take all on a server in a private room detached from networks and always watched). Sops like logic instead allow you to save JSON file (and so potentially tfstate json too) only with values (all or some) encrypted using e.g. AWS KMS CMK. Such an approach increse security (and probably sufficient risk m…",,,,,,Anecdotal,comment,,,,,,,,2022-01-13,github/Roxyrob,https://github.com/hashicorp/terraform/issues/9556#issuecomment-1012271024,repo: hashicorp/terraform | issue: Proposal: State Encryption | keyword: gotcha
"More info - if I replace all the locals with hardcoded strings (e.g. `""my-repo""` instead of `local.test_workload_1_repository_name`, it doesn't crash. Are locals not supported, or am I referencing them incorrectly?",,,,,,Anecdotal,comment,,,,,,,,2024-01-28,github/novekm,https://github.com/hashicorp/terraform/issues/34584#issuecomment-1913430431,repo: hashicorp/terraform | issue: `terraform test` Consistently Crashing | keyword: gotcha
"How about an option (either in configuration or as a command line argument) to use the local ssh binary instead of the native Go implementation? This is how Docker Machine solves the same problem (actually, Docker Machine will use the local ssh binary unless explicitly instructed to use crypto/ssh via the --native-ssh option). https://docs.docker.com/machine/reference/ssh/",,,,,,Anecdotal,comment,,,,,,,,2017-12-06,github/dangregorysony,https://github.com/hashicorp/terraform/issues/4523#issuecomment-349686963,repo: hashicorp/terraform | issue: Support SSH over HTTP Proxy | keyword: pro tip
