description,rationale,use_case,impact_area,transferability_score,actionability_rating,evidence_strength,type_(form),tag_(application),unique?,role,function,company,industry,country,date,source_(interview_#/_name),link,notes
ENH: Make merge_asof preserve the index ### Pandas version checks - [x] I have checked that this issue has not already been reported. - [x] I have confirmed this bug exists on the [latest version](https://pandas.pydata.org/docs/whatsnew/index.html) of pandas. - [x] I have confirmed this bug exists on the [main branch](https://pandas.pydata.org/docs/dev/getting_started/install.html#installing-the-development-version-of-pandas) of pandas. ### Reproducible Example ```python import pandas as pd imp…,,,,,,Anecdotal,issue,,,,,,,,2025-02-12,github/wahsmail,https://github.com/pandas-dev/pandas/issues/60919,repo: pandas-dev/pandas | keyword: workaround | state: closed
"Thanks for the report! I do not see any indication in the documentation that this should preserve the index, and taking a look at the implementation it seems apparent to me that it wasn't intended to. Reworking this issue as an enhancement request. If there is some indication in the docs that it should preserve the index, please do let us know.",,,,,,Anecdotal,comment,,,,,,,,2025-02-12,github/rhshadrach,https://github.com/pandas-dev/pandas/issues/60919#issuecomment-2654943777,repo: pandas-dev/pandas | issue: ENH: Make merge_asof preserve the index | keyword: workaround
"Ok agreed, its not in the documentation. I noticed that pd.merge has the same effect - the docs of which say ""If joining columns on columns, the DataFrame indexes will be ignored."" Philosophically I would think that left joins preserve the shape (and index) of the left dataframe. But obviously for inner/outer joins, this becomes more ambiguous. I'll just plan to workaround this going forward, thanks.",,,,,,Anecdotal,comment,,,,,,,,2025-02-13,github/wahsmail,https://github.com/pandas-dev/pandas/issues/60919#issuecomment-2656587645,repo: pandas-dev/pandas | issue: ENH: Make merge_asof preserve the index | keyword: workaround
"I do think if any change is to be made here, it should be made across merge operations to maintain consistency. This would be a rather big change, and I don't see the impact as being worth the behavior change. Marking as a closing candidate.",,,,,,Anecdotal,comment,,,,,,,,2025-02-13,github/rhshadrach,https://github.com/pandas-dev/pandas/issues/60919#issuecomment-2657788232,repo: pandas-dev/pandas | issue: ENH: Make merge_asof preserve the index | keyword: workaround
"BUG: StringArray is a subclass of PandasArray ### Pandas version checks - [X] I have checked that this issue has not already been reported. - [X] I have confirmed this bug exists on the [latest version](https://pandas.pydata.org/docs/whatsnew/index.html) of pandas. - [X] I have confirmed this bug exists on the main branch of pandas. ### Reproducible Example ```python In [2]: A = pd.array([""a1"", ""a2""], dtype=""string"") In [3]: A Out[3]: <StringArray> ['a1', 'a2'] Length: 2, dtype: string In [4]: …",,,,,,Anecdotal,issue,,,,,,,,2022-09-19,github/ehsantn,https://github.com/pandas-dev/pandas/issues/48638,repo: pandas-dev/pandas | keyword: workaround | state: closed
Thanks for the report. I don't think the API for extension arrays is very clear. Did you try to simply remove the subclass [here](https://github.com/pandas-dev/pandas/blob/main/pandas/core/arrays/string_.py#L220) and see what fails? I guess there may be some generic functionality that lives in the parent classes meant for numpy backed data. It'd surely make sense to move things to the right place if that's the case.,,,,,,Anecdotal,comment,,,,,,,,2022-09-20,github/datapythonista,https://github.com/pandas-dev/pandas/issues/48638#issuecomment-1252900177,repo: pandas-dev/pandas | issue: BUG: StringArray is a subclass of PandasArray | keyword: workaround
"> > This inconsistency causes issues for unboxing the values for Bodo JIT > > Can you elaborate on this? The code paths for unboxing each array type is different. For PandasArray, Bodo just needs to unbox `_ndarray` since PandasArray is just a wrapper for Numpy arrays. StringArray is a different code path with slight differences such as handling pd.NA. This led to an error in Bodo so I noticed this class hierarchy issue.",,,,,,Anecdotal,comment,,,,,,,,2022-09-21,github/ehsantn,https://github.com/pandas-dev/pandas/issues/48638#issuecomment-1253059993,repo: pandas-dev/pandas | issue: BUG: StringArray is a subclass of PandasArray | keyword: workaround
"> Thanks for the report. I don't think the API for extension arrays is very clear. Did you try to simply remove the subclass [here](https://github.com/pandas-dev/pandas/blob/main/pandas/core/arrays/string_.py#L220) and see what fails? I guess there may be some generic functionality that lives in the parent classes meant for numpy backed data. It'd surely make sense to move things to the right place if that's the case. Yes, the APIs should be clarified to enable more robust integration with Pand…",,,,,,Anecdotal,comment,,,,,,,,2022-09-21,github/ehsantn,https://github.com/pandas-dev/pandas/issues/48638#issuecomment-1253066882,repo: pandas-dev/pandas | issue: BUG: StringArray is a subclass of PandasArray | keyword: workaround
"ENH: generic `save` and `read` methods for DataFrame ### Feature Type - [x] Adding new functionality to pandas - [ ] Changing existing functionality in pandas - [ ] Removing existing functionality in pandas ### Problem Description Currently, pandas has separate IO methods for each file format (to_csv, read_parquet, etc.). This requires users to: - Remember multiple method names - Change code when switching formats ### Feature Description A unified `save`/`read` API would simplify common IO oper…",,,,,,Anecdotal,issue,,,,,,,,2025-01-25,github/zkurtz,https://github.com/pandas-dev/pandas/issues/60786,repo: pandas-dev/pandas | keyword: workaround | state: closed
"My workaround for now is to use [dummio](https://pypi.org/project/dummio/), specifically [dummio.pandas.df_io](https://github.com/zkurtz/dummio/blob/main/dummio/pandas/df_io.py), which serves as a draft implementation if there's interest to include this type of thing directly in pandas. ``` from dummio.pandas import df_io df = df_io.load(""data.parquet"") df_io.save(df, filepath=""data.feather"") ... etc ```",,,,,,Anecdotal,comment,,,,,,,,2025-01-29,github/zkurtz,https://github.com/pandas-dev/pandas/issues/60786#issuecomment-2622167441,repo: pandas-dev/pandas | issue: ENH: generic `save` and `read` methods for DataFrame | keyword: workaround
"Thanks for the request. I'm negative on this feature, it adds more code to maintain and test without providing any new behavior users cannot already and easily access. In addition, it requires pandas to parse paths and determine the extension, inferring what format to use. Also using `kwargs` in a signature prevents tools (linters, IDEs, notebooks) from determining the proper arguments and docs for the user. Both of these (inference and kwargs) I would like to see less of in pandas, not more.",,,,,,Anecdotal,comment,,,,,,,,2025-05-07,github/rhshadrach,https://github.com/pandas-dev/pandas/issues/60786#issuecomment-2858973500,repo: pandas-dev/pandas | issue: ENH: generic `save` and `read` methods for DataFrame | keyword: workaround
"Agreed that this probably doesn't belong in pandas, and since dummio implements this the functionality can live there so closing",,,,,,Anecdotal,comment,,,,,,,,2025-08-05,github/mroeschke,https://github.com/pandas-dev/pandas/issues/60786#issuecomment-3155798565,repo: pandas-dev/pandas | issue: ENH: generic `save` and `read` methods for DataFrame | keyword: workaround
QST: best way to extend/subclass pandas.DataFrame ### Research - [x] I have searched the [[pandas] tag](https://stackoverflow.com/questions/tagged/pandas) on StackOverflow for similar questions. - [x] I have asked my usage related question on [StackOverflow](https://stackoverflow.com). ### Link to question on StackOverflow https://stackoverflow.com/questions/79594258/best-way-to-extend-subclass-pandas-dataframe ### Question about pandas I've written a [package](https://www.github.com/rwijtvliet…,,,,,,Anecdotal,issue,,,,,,,,2025-04-26,github/rwijtvliet,https://github.com/pandas-dev/pandas/issues/61362,repo: pandas-dev/pandas | keyword: workaround | state: closed
"> Behaves like a DataFrame... Is immutable These two are in conflict, pandas is not designed to be immutable. At the very least, you'd have to workaround: - `__setitem__`, `.loc`, .`iloc`, `.at`, `.iat` - `.to_numpy()`, `.values` - Any method with an inplace argument - Any method which acts inplace (e.g. `update`, `insert`) But with these requirements, I believe the only feasible option would be subclass DataFrame / Series.",,,,,,Anecdotal,comment,,,,,,,,2025-04-27,github/rhshadrach,https://github.com/pandas-dev/pandas/issues/61362#issuecomment-2833430861,repo: pandas-dev/pandas | issue: QST: best way to extend/subclass pandas.DataFrame | keyword: workaround
"Bump pypa/cibuildwheel from 3.1.1 to 3.1.3 Bumps [pypa/cibuildwheel](https://github.com/pypa/cibuildwheel) from 3.1.1 to 3.1.3. <details> <summary>Release notes</summary> <p><em>Sourced from <a href=""https://github.com/pypa/cibuildwheel/releases"">pypa/cibuildwheel's releases</a>.</em></p> <blockquote> <h2>v3.1.3</h2> <ul> <li>🐛 Fix bug where &quot;latest&quot; dependencies couldn't update to pip 25.2 on Windows (<a href=""https://redirect.github.com/pypa/cibuildwheel/issues/2537"">#2537</a>)</li>…",,,,,,Anecdotal,issue,,,,,,,,2025-08-04,github/dependabot[bot],https://github.com/pandas-dev/pandas/pull/62039,repo: pandas-dev/pandas | keyword: workaround | state: closed
DOC: Improve documentation for DataFrame.__setitem__ and .loc assignment from Series - [x] closes #61662 - [x] [Tests added and passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#writing-tests) if fixing a bug or adding a new feature - [x] All [code checks passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#pre-commit). - [ ] Added [type annotations](https://pandas.pydata.org/pandas-docs/dev/development/contributing_code…,,,,,,Anecdotal,issue,,,,,,,,2025-07-07,github/niruta25,https://github.com/pandas-dev/pandas/pull/61804,repo: pandas-dev/pandas | keyword: workaround | state: closed
"Thanks @niruta25 for the PR > * Expanding the user guide with a dedicated section on Series assignment and index alignment I see that ""align"" is found 16 times when searching ""Intro to data structures"" section of the docs. This chapter is only preceded by ""10 minutes to pandas"" so i'm not sure that the linked issue which states ""The current documentation is incomplete and vague about how Series alignment works in assignments."" is correct that this fundamental paradigm of pandas is not covered i…",,,,,,Anecdotal,comment,,,,,,,,2025-07-08,github/simonjayhawkins,https://github.com/pandas-dev/pandas/pull/61804#issuecomment-3048162049,repo: pandas-dev/pandas | issue: DOC: Improve documentation for DataFrame.__setitem__ and .loc assignment from Series | keyword: workaround
BUG: Writing UUIDs fail ### Pandas version checks - [x] I have checked that this issue has not already been reported. - [x] I have confirmed this bug exists on the [latest version](https://pandas.pydata.org/docs/whatsnew/index.html) of pandas. - [x] I have confirmed this bug exists on the [main branch](https://pandas.pydata.org/docs/dev/getting_started/install.html#installing-the-development-version-of-pandas) of pandas. ### Reproducible Example ```python >>> df = pd.DataFrame({'id': [uuid.uuid…,,,,,,Anecdotal,issue,,,,,,,,2025-06-07,github/torchss,https://github.com/pandas-dev/pandas/issues/61602,repo: pandas-dev/pandas | keyword: workaround | state: closed
"#After review, this seems to be an issue with PyArrow not Pandas Specifically the convert_columns in from_pandas function of PyArrow as it is not able to work with the UUID library's UUID datatype. ```python import uuid import pandas as pd import pyarrow as pa df = pd.DataFrame({'id': [uuid.uuid4(), uuid.uuid4(), uuid.uuid4()]}) new_df = pa.Table.from_pandas(df) ``` Even the above code gives the same error A temporary workaround is to use the bytes data type before saving to parquet ```python i…",,,,,,Anecdotal,comment,,,,,,,,2025-06-11,github/DevastatingRPG,https://github.com/pandas-dev/pandas/issues/61602#issuecomment-2961134130,repo: pandas-dev/pandas | issue: BUG: Writing UUIDs fail | keyword: workaround
