description,rationale,use_case,impact_area,transferability_score,actionability_rating,evidence_strength,type_(form),tag_(application),unique?,role,function,company,industry,country,date,source_(interview_#/_name),link,notes
Listen in to hear Chris’ experience as an early employee and how one of the pre-eminent Central and Eastern European funds evolved over time,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Storyteller Interviews: Startup Stories and Lessons from Central and Eastern Europe,,"Episode: Chris Kobyłecki COO of Innovation Nest, Platform: apple_podcasts, Content: Listen in to hear Chris’ experience as an early employee and how one of the pre-eminent Central and Eastern European funds evolved over time"
"Brett is an entrepreneurial, results-driven executive with over 20 years of experience and success in the wireless and technology industries",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Entrepreneur Stories 4⃣ Inspiration,,"Episode: 272: From Selling Phones Out of a Van to Leading a 9-Figure Empire | Brett Beveridge of T-ROC, Platform: apple_podcasts, Content: Brett is an entrepreneurial, results-driven executive with over 20 years of experience and success in the wireless and technology industries"
"Since building out her successful ads strategy, Kati has been able to drop so many other things off of her business list -- no Facebook lives, no constant posting on social media, no Facebook groups that need loads of interaction, no big affiliate promotions",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Brilliant Business Moms with Beth Anne Schwamberger,,"Episode: 226: How Continuing to Test and Tweak Ads Led to $15k Profit Months for Kati Kiefer of True Money Saver, Platform: apple_podcasts, Content: Since building out her successful ads strategy, Kati has been able to drop so many other things off of her business list -- no Facebook lives, no constant posting on social media, no Facebook groups that need loads of interaction, no big affiliate promotions"
")
  
 I'm so glad Kati didn't give up on ads, because they've given her a much simpler, more profitable business that fits around her beautiful life",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Brilliant Business Moms with Beth Anne Schwamberger,,"Episode: 226: How Continuing to Test and Tweak Ads Led to $15k Profit Months for Kati Kiefer of True Money Saver, Platform: apple_podcasts, Content: )
  
 I'm so glad Kati didn't give up on ads, because they've given her a much simpler, more profitable business that fits around her beautiful life"
Kelsey Sorenson of Wife Teacher Mommy has been a student of mine since 2016 when she bought my very first course on promoted pins,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Brilliant Business Moms with Beth Anne Schwamberger,,"Episode: 224: Building an Amazing Membership Experience with Kelsey Sorenson, Platform: apple_podcasts, Content: Kelsey Sorenson of Wife Teacher Mommy has been a student of mine since 2016 when she bought my very first course on promoted pins"
"(I'm so honored to have been the first teacher she learned from online, and the growth Kelsey has experienced in her business since then has been incredible",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Brilliant Business Moms with Beth Anne Schwamberger,,"Episode: 224: Building an Amazing Membership Experience with Kelsey Sorenson, Platform: apple_podcasts, Content: (I'm so honored to have been the first teacher she learned from online, and the growth Kelsey has experienced in her business since then has been incredible"
"Kelsey is always growing and expanding her business -- whether with Facebook ads, new products, new full-time team members, or her new membership which is rapidly growing",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Brilliant Business Moms with Beth Anne Schwamberger,,"Episode: 224: Building an Amazing Membership Experience with Kelsey Sorenson, Platform: apple_podcasts, Content: Kelsey is always growing and expanding her business -- whether with Facebook ads, new products, new full-time team members, or her new membership which is rapidly growing"
"Cori and Angie spill the beans on what they did, how they coordinated it, hosting, marketing, what their tech stack was, and other tip and tricks of things they might do differently next time they host a large online event",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Brilliant Business Moms with Beth Anne Schwamberger,,"Episode: 223: How to Host a Wildly Successful (+ Profitable!) Online Event with Cori George and Angie Holden, Platform: apple_podcasts, Content: Cori and Angie spill the beans on what they did, how they coordinated it, hosting, marketing, what their tech stack was, and other tip and tricks of things they might do differently next time they host a large online event"
Matt Mullengweg was a high school student looking for a better way to customize his blog when he discovered the open source software community and created the WordPress platform,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Venture Voice – interviews with entrepreneurs,,"Episode: Matt Mullenweg built Automattic into a $7.5B company, Platform: apple_podcasts, Content: Matt Mullengweg was a high school student looking for a better way to customize his blog when he discovered the open source software community and created the WordPress platform"
"A distributed company since day one, Automattic now employs 2000 people across 90 countries",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Venture Voice – interviews with entrepreneurs,,"Episode: Matt Mullenweg built Automattic into a $7.5B company, Platform: apple_podcasts, Content: A distributed company since day one, Automattic now employs 2000 people across 90 countries"
Matt McManus and his brother James found a manufacturer in China and launched Bokos in 2013,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,"podcast/apple_podcasts/Think Entrepreneurship | Interviews with Entrepreneurs | Entrepreneur Tips, Advice, and Inspiration",,"Episode: 30: Finding Manufacturers Overseas and Building Bokos Sandal Company from Scratch, Platform: apple_podcasts, Content: Matt McManus and his brother James found a manufacturer in China and launched Bokos in 2013"
"Drawing from his experience at Shazam, Dhiraj learned firsthand that the best way to predict the future is to create it",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Blinkist Podcast - Interviews | Personal Development | Productivity | Business | Psychology,,"Episode: Dhiraj Mukherjee: Optimism Defines the Future, Platform: apple_podcasts, Content: Drawing from his experience at Shazam, Dhiraj learned firsthand that the best way to predict the future is to create it"
"Amy’s wisdom and tenderness guide us from an important shift in ideas about intimacy and solitude to the painful feelings we are often too ashamed to discuss: loneliness, envy, grief, and the sensation of wanting",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Blinkist Podcast - Interviews | Personal Development | Productivity | Business | Psychology,,"Episode: Amy Key: Romance Isn't Everything, Platform: apple_podcasts, Content: Amy’s wisdom and tenderness guide us from an important shift in ideas about intimacy and solitude to the painful feelings we are often too ashamed to discuss: loneliness, envy, grief, and the sensation of wanting"
"His latest book, YOU NEED MORE MONEY, launched in 2018 and was published by Penguin/Random House
                             Success Hack:
  - Go be the rich Uncle Bob",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Success Hackers |  Empowering Entrepreneurs to Play Bigger in Business and Life,,"Episode: 143. You Need More Money by Matt Manero, Platform: apple_podcasts, Content: His latest book, YOU NEED MORE MONEY, launched in 2018 and was published by Penguin/Random House
                             Success Hack:
  - Go be the rich Uncle Bob"
"Throughout his professional experience, Foss has negotiated complex, multi-million-dollar contracts, worked in
  device sales management, created business strategies, and optimized P&L",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Success Hackers |  Empowering Entrepreneurs to Play Bigger in Business and Life,,"Episode: 142. Shane Foss talks about cheaper health care., Platform: apple_podcasts, Content: Throughout his professional experience, Foss has negotiated complex, multi-million-dollar contracts, worked in
  device sales management, created business strategies, and optimized P&L"
I felt like I was out of integrity with Life on Fire and our mission because every other area of life has been on fire for me and my wife,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 227: Why I Am Competing in a Fitness Competition: 5 Steps to Achieving Any Vision, Platform: apple_podcasts, Content: I felt like I was out of integrity with Life on Fire and our mission because every other area of life has been on fire for me and my wife"
Megan says she did so because she knew I'd have to put in the work and I'd see the results when I did,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 227: Why I Am Competing in a Fitness Competition: 5 Steps to Achieving Any Vision, Platform: apple_podcasts, Content: Megan says she did so because she knew I'd have to put in the work and I'd see the results when I did"
This letter is so important because it makes the declaration real,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 227: Why I Am Competing in a Fitness Competition: 5 Steps to Achieving Any Vision, Platform: apple_podcasts, Content: This letter is so important because it makes the declaration real"
Your letter also trains your subconscious mind: the subconscious doesn't know the difference between a vividly imagined experience and real life,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 227: Why I Am Competing in a Fitness Competition: 5 Steps to Achieving Any Vision, Platform: apple_podcasts, Content: Your letter also trains your subconscious mind: the subconscious doesn't know the difference between a vividly imagined experience and real life"
I’ve encountered plenty of challenges since publicly declaring my fitness competition vision,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 227: Why I Am Competing in a Fitness Competition: 5 Steps to Achieving Any Vision, Platform: apple_podcasts, Content: I’ve encountered plenty of challenges since publicly declaring my fitness competition vision"
"I've had lots of fears about this fitness challenge, but I always come back to my letter and choose to believe I can do this and it is possible",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 227: Why I Am Competing in a Fitness Competition: 5 Steps to Achieving Any Vision, Platform: apple_podcasts, Content: I've had lots of fears about this fitness challenge, but I always come back to my letter and choose to believe I can do this and it is possible"
This process has worked for us in our lives and in the lives of countless people we've trained and coached,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 227: Why I Am Competing in a Fitness Competition: 5 Steps to Achieving Any Vision, Platform: apple_podcasts, Content: This process has worked for us in our lives and in the lives of countless people we've trained and coached"
"I’m sharing my very first experience preaching at our church, C3",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: You Are Worthy, with Megan Unsworth, Platform: apple_podcasts, Content: I’m sharing my very first experience preaching at our church, C3"
Ever since that day - four years ago - I have been in attendance at C3,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: You Are Worthy, with Megan Unsworth, Platform: apple_podcasts, Content: Ever since that day - four years ago - I have been in attendance at C3"
"In that moment I finally understood I had a father, and a daddy in heaven who will never forsake me",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: You Are Worthy, with Megan Unsworth, Platform: apple_podcasts, Content: In that moment I finally understood I had a father, and a daddy in heaven who will never forsake me"
"I knew I had found my worthiness, God made no mistakes when He created me or any of us",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: You Are Worthy, with Megan Unsworth, Platform: apple_podcasts, Content: I knew I had found my worthiness, God made no mistakes when He created me or any of us"
Life isn't always easy for us but with God there is always an ease,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: You Are Worthy, with Megan Unsworth, Platform: apple_podcasts, Content: Life isn't always easy for us but with God there is always an ease"
"After working with high performers, big-time achievers, and Navy SEALs, I found a five step process to achieving anything you want for yourself and your life",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 225: The 5 Steps to Achieving Anything, Platform: apple_podcasts, Content: After working with high performers, big-time achievers, and Navy SEALs, I found a five step process to achieving anything you want for yourself and your life"
"This guy, who was a billionaire, said he want to help Michael but he had so much chaos in his life that he never had a chance to properly mourn his losses",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 224: Taking Courageous Action, with Michael O’Neal, Platform: apple_podcasts, Content: This guy, who was a billionaire, said he want to help Michael but he had so much chaos in his life that he never had a chance to properly mourn his losses"
"Michael broke down and cried for the first time since his parents’ deaths, and then made the decision to take his parents' ashes to Europe, something he had always wanted to do for them while they were alive but he never got the chance",,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 224: Taking Courageous Action, with Michael O’Neal, Platform: apple_podcasts, Content: Michael broke down and cried for the first time since his parents’ deaths, and then made the decision to take his parents' ashes to Europe, something he had always wanted to do for them while they were alive but he never got the chance"
It was then that he had the realization he never wanted to work for a dollar again in his life,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 224: Taking Courageous Action, with Michael O’Neal, Platform: apple_podcasts, Content: It was then that he had the realization he never wanted to work for a dollar again in his life"
He said yes and found a lot of great opportunities,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 224: Taking Courageous Action, with Michael O’Neal, Platform: apple_podcasts, Content: He said yes and found a lot of great opportunities"
It is the one thing that will ensure you are successful in every area of your life and in every endeavor,,,,,,Anecdotal,pattern,,,,,,,,2025-08-20,podcast/apple_podcasts/Life on Fire TV (Audio) – Online Business Coaching With Nick Unsworth,,"Episode: 223: Why Character Is Critical To Success, with Shirley Solis, Platform: apple_podcasts, Content: It is the one thing that will ensure you are successful in every area of your life and in every endeavor"
